sample_id,group_id,annotation_id,image_path,mask_path,leaf_mask_path,image_materialization,label,labels_in_json,image_width,image_height,lesion_pixels,leaf_pixels_heuristic,lesion_fraction_image,lesion_fraction_heuristic_leaf,early_blight_pixels,late_blight_pixels,bacterial_spot_pixels,shape_count,status,split
0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915_flipLR,0fd882fa-471d-4bcc-ab2b-efdfaf904bc3,0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915_flipLR,artifacts/data/mc_unet/images/0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915_flipLR.jpg,artifacts/data/mc_unet/masks/0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,7580,65536,0.11566162109375,0.11566162109375,0,7580,0,2,ok,train
0ff228a7-60f4-47f0-b1a3-96969a63105f___GCREC_Bact.Sp 6056,0ff228a7-60f4-47f0-b1a3-96969a63105f,0ff228a7-60f4-47f0-b1a3-96969a63105f___GCREC_Bact.Sp 6056,artifacts/data/mc_unet/images/0ff228a7-60f4-47f0-b1a3-96969a63105f___GCREC_Bact.Sp 6056.jpg,artifacts/data/mc_unet/masks/0ff228a7-60f4-47f0-b1a3-96969a63105f___GCREC_Bact.Sp 6056.png,artifacts/data/mc_unet/leaf_masks_heuristic/0ff228a7-60f4-47f0-b1a3-96969a63105f___GCREC_Bact.Sp 6056.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,6345,65536,0.0968170166015625,0.0968170166015625,0,0,6345,7,ok,train
10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339,10a46a0b-debe-49f9-8562-c7c81855160e,10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339,artifacts/data/mc_unet/images/10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339.jpg,artifacts/data/mc_unet/masks/10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339.png,artifacts/data/mc_unet/leaf_masks_heuristic/10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339.png,source_jpg,early_blight,Tomato_Early_blight,256,256,4263,65536,0.0650482177734375,0.0650482177734375,4263,0,0,4,ok,train
10c1d7a4-bd14-4961-9b96-c7047589eccd___RS_Erly.B 7552,10c1d7a4-bd14-4961-9b96-c7047589eccd,10c1d7a4-bd14-4961-9b96-c7047589eccd___RS_Erly.B 7552,artifacts/data/mc_unet/images/10c1d7a4-bd14-4961-9b96-c7047589eccd___RS_Erly.B 7552.jpg,artifacts/data/mc_unet/masks/10c1d7a4-bd14-4961-9b96-c7047589eccd___RS_Erly.B 7552.png,artifacts/data/mc_unet/leaf_masks_heuristic/10c1d7a4-bd14-4961-9b96-c7047589eccd___RS_Erly.B 7552.png,source_jpg,early_blight,Tomato_Early_blight,256,256,4356,65536,0.06646728515625,0.06646728515625,4356,0,0,2,ok,train
10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796,10fedb70-9786-4623-a32b-97a622037511,10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796,artifacts/data/mc_unet/images/10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796.jpg,artifacts/data/mc_unet/masks/10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796.png,artifacts/data/mc_unet/leaf_masks_heuristic/10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796.png,source_jpg,early_blight,Tomato_Early_blight,256,256,7452,65536,0.11370849609375,0.11370849609375,7452,0,0,9,ok,train
11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470,11f247d4-f87a-4273-bb9a-317e17916a75,11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470,artifacts/data/mc_unet/images/11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470.jpg,artifacts/data/mc_unet/masks/11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470.png,artifacts/data/mc_unet/leaf_masks_heuristic/11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470.png,source_jpg,early_blight,Tomato_Early_blight,256,256,24311,65536,0.3709564208984375,0.3709564208984375,24311,0,0,1,ok,train
12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372,12c1c25b-6809-45d8-9a20-969de7860b5d,12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372,artifacts/data/mc_unet/images/12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372.jpg,artifacts/data/mc_unet/masks/12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372.png,artifacts/data/mc_unet/leaf_masks_heuristic/12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372.png,source_jpg,early_blight,Tomato_Early_blight,256,256,4124,65536,0.06292724609375,0.06292724609375,4124,0,0,10,ok,train
13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6,13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612,artifacts/data/mc_unet/images/13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.jpg,artifacts/data/mc_unet/masks/13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.png,artifacts/data/mc_unet/leaf_masks_heuristic/13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.png,source_jpg,early_blight,Tomato_Early_blight,256,256,577,65536,0.0088043212890625,0.0088043212890625,577,0,0,3,ok,val
13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502,13e96f82-68c6-4331-9b05-92a6767a400b,13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502,artifacts/data/mc_unet/images/13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502.jpg,artifacts/data/mc_unet/masks/13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502.png,artifacts/data/mc_unet/leaf_masks_heuristic/13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502.png,source_jpg,early_blight,Tomato_Early_blight,256,256,6051,65536,0.0923309326171875,0.0923309326171875,6051,0,0,7,ok,train
16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649,16ae1b64-2954-4135-bea5-d599ba56740c,16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649,artifacts/data/mc_unet/images/16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649.jpg,artifacts/data/mc_unet/masks/16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649.png,artifacts/data/mc_unet/leaf_masks_heuristic/16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649.png,source_jpg,early_blight,Tomato_Early_blight,256,256,13574,65536,0.207122802734375,0.207122802734375,13574,0,0,4,ok,train
16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216,16c7ab4c-6940-41e9-854f-d1a9a99325ce,16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216,artifacts/data/mc_unet/images/16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216.jpg,artifacts/data/mc_unet/masks/16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216.png,artifacts/data/mc_unet/leaf_masks_heuristic/16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216.png,source_jpg,early_blight,Tomato_Early_blight,256,256,4412,65536,0.06732177734375,0.06732177734375,4412,0,0,4,ok,train
16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565,16ce3799-ff03-4724-8c99-48a4243a6ff9,16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565,artifacts/data/mc_unet/images/16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565.jpg,artifacts/data/mc_unet/masks/16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565.png,artifacts/data/mc_unet/leaf_masks_heuristic/16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565.png,source_jpg,early_blight,Tomato_Early_blight,256,256,23061,65536,0.3518829345703125,0.3518829345703125,23061,0,0,1,ok,train
16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345,16dcb9cd-05ab-46d3-b76e-d19c16077a6a,16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345,artifacts/data/mc_unet/images/16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345.jpg,artifacts/data/mc_unet/masks/16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345.png,artifacts/data/mc_unet/leaf_masks_heuristic/16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345.png,source_jpg,early_blight,Tomato_Early_blight,256,256,30193,65536,0.4607086181640625,0.4607086181640625,30193,0,0,4,ok,train
17a09abf-ee69-4d46-ac80-f8608d799b19___RS_Erly.B 7451,17a09abf-ee69-4d46-ac80-f8608d799b19,17a09abf-ee69-4d46-ac80-f8608d799b19___RS_Erly.B 7451,artifacts/data/mc_unet/images/17a09abf-ee69-4d46-ac80-f8608d799b19___RS_Erly.B 7451.jpg,artifacts/data/mc_unet/masks/17a09abf-ee69-4d46-ac80-f8608d799b19___RS_Erly.B 7451.png,artifacts/data/mc_unet/leaf_masks_heuristic/17a09abf-ee69-4d46-ac80-f8608d799b19___RS_Erly.B 7451.png,source_jpg,early_blight,Tomato_Early_blight,256,256,819,65536,0.0124969482421875,0.0124969482421875,819,0,0,1,ok,train
18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496,18d8f15c-4948-4506-ae09-54169f95cf36,18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496,artifacts/data/mc_unet/images/18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496.jpg,artifacts/data/mc_unet/masks/18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496.png,artifacts/data/mc_unet/leaf_masks_heuristic/18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496.png,source_jpg,early_blight,Tomato_Early_blight,256,256,9473,65536,0.1445465087890625,0.1445465087890625,9473,0,0,3,ok,train
18ec9a60-a4e3-4dd7-805f-fe9eaf526c2f___RS_Erly.B 8405,18ec9a60-a4e3-4dd7-805f-fe9eaf526c2f,18ec9a60-a4e3-4dd7-805f-fe9eaf526c2f___RS_Erly.B 8405,artifacts/data/mc_unet/images/18ec9a60-a4e3-4dd7-805f-fe9eaf526c2f___RS_Erly.B 8405.jpg,artifacts/data/mc_unet/masks/18ec9a60-a4e3-4dd7-805f-fe9eaf526c2f___RS_Erly.B 8405.png,artifacts/data/mc_unet/leaf_masks_heuristic/18ec9a60-a4e3-4dd7-805f-fe9eaf526c2f___RS_Erly.B 8405.png,source_jpg,early_blight,Tomato_Early_blight,256,256,33679,65536,0.5139007568359375,0.5139007568359375,33679,0,0,3,ok,train
1a017b74-a549-433b-979b-3e3ace67b50d___GCREC_Bact.Sp 5715,1a017b74-a549-433b-979b-3e3ace67b50d,1a017b74-a549-433b-979b-3e3ace67b50d___GCREC_Bact.Sp 5715,artifacts/data/mc_unet/images/1a017b74-a549-433b-979b-3e3ace67b50d___GCREC_Bact.Sp 5715.jpg,artifacts/data/mc_unet/masks/1a017b74-a549-433b-979b-3e3ace67b50d___GCREC_Bact.Sp 5715.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a017b74-a549-433b-979b-3e3ace67b50d___GCREC_Bact.Sp 5715.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,836,65536,0.01275634765625,0.01275634765625,0,0,836,2,ok,train
1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327,1a067cc9-cf70-41a5-a51c-aa0f6b8a936d,1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327,artifacts/data/mc_unet/images/1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327.jpg,artifacts/data/mc_unet/masks/1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,12669,65536,0.1933135986328125,0.1933135986328125,0,0,12669,1,ok,train
1a33a1fd-d077-4cf6-84ac-7825176e25d2___GHLB2 Leaf 8969,1a33a1fd-d077-4cf6-84ac-7825176e25d2,1a33a1fd-d077-4cf6-84ac-7825176e25d2___GHLB2 Leaf 8969,artifacts/data/mc_unet/images/1a33a1fd-d077-4cf6-84ac-7825176e25d2___GHLB2 Leaf 8969.jpg,artifacts/data/mc_unet/masks/1a33a1fd-d077-4cf6-84ac-7825176e25d2___GHLB2 Leaf 8969.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a33a1fd-d077-4cf6-84ac-7825176e25d2___GHLB2 Leaf 8969.png,source_jpg,late_blight,Tomato_Late_blight,256,256,2262,65536,0.034515380859375,0.034515380859375,0,2262,0,3,ok,train
1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418,1a473cad-42fc-48ca-963c-d438fbca928f,1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418,artifacts/data/mc_unet/images/1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418.jpg,artifacts/data/mc_unet/masks/1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418.png,source_jpg,late_blight,Tomato_Late_blight,256,256,24750,65536,0.377655029296875,0.377655029296875,0,24750,0,1,ok,train
1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418_flipLR,1a473cad-42fc-48ca-963c-d438fbca928f,1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418_flipLR,artifacts/data/mc_unet/images/1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418_flipLR.jpg,artifacts/data/mc_unet/masks/1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a473cad-42fc-48ca-963c-d438fbca928f___RS_Late.B 5418_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,25066,65536,0.382476806640625,0.382476806640625,0,25066,0,1,ok,train
1a47b569-a868-4a45-ad81-eec12a9dae7a___GCREC_Bact.Sp 6148,1a47b569-a868-4a45-ad81-eec12a9dae7a,1a47b569-a868-4a45-ad81-eec12a9dae7a___GCREC_Bact.Sp 6148,artifacts/data/mc_unet/images/1a47b569-a868-4a45-ad81-eec12a9dae7a___GCREC_Bact.Sp 6148.jpg,artifacts/data/mc_unet/masks/1a47b569-a868-4a45-ad81-eec12a9dae7a___GCREC_Bact.Sp 6148.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a47b569-a868-4a45-ad81-eec12a9dae7a___GCREC_Bact.Sp 6148.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,6198,65536,0.094573974609375,0.094573974609375,0,0,6198,2,ok,train
1a50d84b-c015-45ea-a041-500d5adcc339___UF.GRC_BS_Lab Leaf 8773,1a50d84b-c015-45ea-a041-500d5adcc339,1a50d84b-c015-45ea-a041-500d5adcc339___UF.GRC_BS_Lab Leaf 8773,artifacts/data/mc_unet/images/1a50d84b-c015-45ea-a041-500d5adcc339___UF.GRC_BS_Lab Leaf 8773.jpg,artifacts/data/mc_unet/masks/1a50d84b-c015-45ea-a041-500d5adcc339___UF.GRC_BS_Lab Leaf 8773.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a50d84b-c015-45ea-a041-500d5adcc339___UF.GRC_BS_Lab Leaf 8773.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,4055,65536,0.0618743896484375,0.0618743896484375,0,0,4055,4,ok,train
1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227,1a570997-ffc2-4166-a436-8f6a7facd3fc,1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227,artifacts/data/mc_unet/images/1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227.jpg,artifacts/data/mc_unet/masks/1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,7671,65536,0.1170501708984375,0.1170501708984375,0,0,7671,5,ok,train
1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011,1a69b38b-c4eb-42c4-9584-bcb14fb8db0c,1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011,artifacts/data/mc_unet/images/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.jpg,artifacts/data/mc_unet/masks/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.png,source_jpg,late_blight,Tomato_Late_blight,256,256,1579,65536,0.0240936279296875,0.0240936279296875,0,1579,0,2,ok,train
1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011_flipLR,1a69b38b-c4eb-42c4-9584-bcb14fb8db0c,1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011_flipLR,artifacts/data/mc_unet/images/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011_flipLR.jpg,artifacts/data/mc_unet/masks/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,1613,65536,0.0246124267578125,0.0246124267578125,0,1613,0,2,ok,train
1a83cb1d-6e47-4caf-931f-61ecad37dca4___GCREC_Bact.Sp 6167,1a83cb1d-6e47-4caf-931f-61ecad37dca4,1a83cb1d-6e47-4caf-931f-61ecad37dca4___GCREC_Bact.Sp 6167,artifacts/data/mc_unet/images/1a83cb1d-6e47-4caf-931f-61ecad37dca4___GCREC_Bact.Sp 6167.jpg,artifacts/data/mc_unet/masks/1a83cb1d-6e47-4caf-931f-61ecad37dca4___GCREC_Bact.Sp 6167.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a83cb1d-6e47-4caf-931f-61ecad37dca4___GCREC_Bact.Sp 6167.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,3358,65536,0.051239013671875,0.051239013671875,0,0,3358,3,ok,val
1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172,1a895389-ec7f-4622-afaf-9afe6c16a26a,1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172,artifacts/data/mc_unet/images/1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172.jpg,artifacts/data/mc_unet/masks/1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172.png,source_jpg,late_blight,Tomato_Late_blight,256,256,3237,65536,0.0493927001953125,0.0493927001953125,0,3237,0,1,ok,train
1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172_flipLR,1a895389-ec7f-4622-afaf-9afe6c16a26a,1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172_flipLR,artifacts/data/mc_unet/images/1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172_flipLR.jpg,artifacts/data/mc_unet/masks/1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,3269,65536,0.0498809814453125,0.0498809814453125,0,3269,0,1,ok,train
1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366,1a8bd88f-309f-4392-b387-7cb423ef0ab6,1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366,artifacts/data/mc_unet/images/1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366.jpg,artifacts/data/mc_unet/masks/1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366.png,source_jpg,early_blight,Tomato_Early_blight,256,256,8374,65536,0.127777099609375,0.127777099609375,8374,0,0,11,ok,train
1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666,1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06,1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666,artifacts/data/mc_unet/images/1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666.jpg,artifacts/data/mc_unet/masks/1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666.png,source_jpg,late_blight,Tomato_Late_blight,256,256,1258,65536,0.019195556640625,0.019195556640625,0,1258,0,1,ok,train
1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666_flipLR,1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06,1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666_flipLR,artifacts/data/mc_unet/images/1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666_flipLR.jpg,artifacts/data/mc_unet/masks/1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/1a9a2cbf-75f3-4dd9-93ef-3d3c58e97d06___GHLB2 Leaf 8666_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,1242,65536,0.018951416015625,0.018951416015625,0,1242,0,1,ok,train
1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1,1aa4ebf9-7329-4108-94f6-8b6e9592d690,1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1,artifacts/data/mc_unet/images/1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1.jpg,artifacts/data/mc_unet/masks/1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1.png,artifacts/data/mc_unet/leaf_masks_heuristic/1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1.png,source_jpg,late_blight,Tomato_Late_blight,256,256,6028,65536,0.09197998046875,0.09197998046875,0,6028,0,3,ok,train
1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1_flipLR,1aa4ebf9-7329-4108-94f6-8b6e9592d690,1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1_flipLR,artifacts/data/mc_unet/images/1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1_flipLR.jpg,artifacts/data/mc_unet/masks/1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,5574,65536,0.085052490234375,0.085052490234375,0,5574,0,4,ok,train
1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12,1aa88c5b-384f-43cf-8046-0d32d26a1133,1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12,artifacts/data/mc_unet/images/1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12.jpg,artifacts/data/mc_unet/masks/1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12.png,artifacts/data/mc_unet/leaf_masks_heuristic/1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12.png,source_jpg,late_blight,Tomato_Late_blight,256,256,13448,65536,0.2052001953125,0.2052001953125,0,13448,0,2,ok,train
1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12_flipLR,1aa88c5b-384f-43cf-8046-0d32d26a1133,1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12_flipLR,artifacts/data/mc_unet/images/1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12_flipLR.jpg,artifacts/data/mc_unet/masks/1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,14523,65536,0.2216033935546875,0.2216033935546875,0,14523,0,2,ok,train
1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145_flipLR,1ab30bde-88a4-4e29-855e-fa7a6ec1e226,1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145_flipLR,artifacts/data/mc_unet/images/1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145_flipLR.jpg,artifacts/data/mc_unet/masks/1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,7974,65536,0.121673583984375,0.121673583984375,0,7974,0,1,ok,train
