path,source,label,raw_label,group_id,sha256,width,height,file_bytes,duplicate_count,split
artifacts/data/classification/images/bacterial_spot/8dabe407-48fd-4cd2-9210-0dffdf259cb3___GCREC_Bact.Sp 3549.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8dabe407-48fd-4cd2-9210-0dffdf259cb3,b77307d1befd2f327a14c5de603802934c90f44a7bd6243be2f8f4764e21611b,256,256,14737,1,train
artifacts/data/classification/images/bacterial_spot/8dbdb623-628f-465b-934c-1cf987fb6ab8___GCREC_Bact.Sp 6134.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8dbdb623-628f-465b-934c-1cf987fb6ab8,c04b09dc7ae22eb27c5639f5d6a5a27336065a4a5068330488a3809adb81e904,256,256,15890,1,train
artifacts/data/classification/images/bacterial_spot/8dbf81aa-7085-4707-9374-9be792a0fd4a___GCREC_Bact.Sp 3275.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8dbf81aa-7085-4707-9374-9be792a0fd4a,4287c9abfb6c7aa545f7d71699222b6219539edf75737f5347a860cd718ed3fb,256,256,13466,1,test
artifacts/data/classification/images/bacterial_spot/8dea4cc9-85a5-412f-b16b-6bd339b9429d___GCREC_Bact.Sp 6069.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8dea4cc9-85a5-412f-b16b-6bd339b9429d,0451ced4e2a53049c9523d8c9657ce56d0229b66d7c96e344360519fad2f231f,256,256,13751,1,train
artifacts/data/classification/images/bacterial_spot/8dee1c17-ae17-4392-92c5-acee82c83c86___GCREC_Bact.Sp 3747.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8dee1c17-ae17-4392-92c5-acee82c83c86,290cedd29f11de08d4b2494786766200b1ceca53b919442d3f51726827b12bcf,256,256,15018,1,train
artifacts/data/classification/images/bacterial_spot/8dfa0112-8bb4-411d-a2f2-f97f1f39df62___GCREC_Bact.Sp 5714.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8dfa0112-8bb4-411d-a2f2-f97f1f39df62,97f50d6103b352da9ef41c386cc51fe094a73c9f13d24e5bb72c88270fe6c9d3,256,256,12662,1,train
artifacts/data/classification/images/bacterial_spot/8e01eb47-11f6-4e93-ac8f-09db0a9854dd___UF.GRC_BS_Lab Leaf 0519.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8e01eb47-11f6-4e93-ac8f-09db0a9854dd,e74a6e8edf01340a5c0eb1af0d6fc6d994e8abd616209408ac2a6f9076601524,256,256,13460,1,val
artifacts/data/classification/images/bacterial_spot/8e0325d9-4504-4e3a-8013-a064b8c546f1___GCREC_Bact.Sp 3260.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8e0325d9-4504-4e3a-8013-a064b8c546f1,1c1a37d8eabbee38610168a1e9db64bd238528d1c7adb92e8cbdeb4eca36e9a7,256,256,13470,1,train
artifacts/data/classification/images/bacterial_spot/8e2b3e53-24b7-4817-a50f-c5e972b9ae83___GCREC_Bact.Sp 5856.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8e2b3e53-24b7-4817-a50f-c5e972b9ae83,415747f873a843e905ffc47d1b47451599580c4921a9094d750ddac665f0eba8,256,256,12740,1,train
artifacts/data/classification/images/bacterial_spot/8e41531c-42e8-4a0d-b453-7aae50fdfe94___GCREC_Bact.Sp 3552.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8e41531c-42e8-4a0d-b453-7aae50fdfe94,0a46cbda4597ecb1135debb05799b08141cd2db057e84d1d7aa812ba9325b054,256,256,12627,1,train
artifacts/data/classification/images/bacterial_spot/8e559e85-d5dc-426d-9374-ac558e86771c___GCREC_Bact.Sp 6007.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8e559e85-d5dc-426d-9374-ac558e86771c,fa8e12e24cf4d33211893edaeb96d8391c46794b98968a9b4de59ff5aa8839c5,256,256,12347,1,val
artifacts/data/classification/images/bacterial_spot/8e7bdca5-a018-4553-9571-2f631eb5de6c___UF.GRC_BS_Lab Leaf 0417.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8e7bdca5-a018-4553-9571-2f631eb5de6c,f3e01100609781b8c132f168009231ebea98068e7abfb1b67ea8141424e5c2c5,256,256,13433,1,train
artifacts/data/classification/images/bacterial_spot/8e97cba6-8d12-420d-b2a7-914af21e0c7b___GCREC_Bact.Sp 6066.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8e97cba6-8d12-420d-b2a7-914af21e0c7b,52ab210b261488c20cee1fb84a9c8359a49c408a0ff7495d5e6dc3092ba8647a,256,256,11725,1,train
artifacts/data/classification/images/bacterial_spot/8ea20132-2bfb-4beb-bda6-88f1f4bb8936___GCREC_Bact.Sp 3103.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8ea20132-2bfb-4beb-bda6-88f1f4bb8936,5d8a48bce83938588866c911a228d445f4f2a50ee13ec8f97fede9578f54085b,256,256,13127,1,train
artifacts/data/classification/images/bacterial_spot/8eaf0808-40a2-40a0-987d-793b5cbab81f___GCREC_Bact.Sp 3585.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8eaf0808-40a2-40a0-987d-793b5cbab81f,b29f3ab58d0dd07cd874ebc195ebf531b9582464964fdfdc28659513efdfbc76,256,256,13030,1,train
artifacts/data/classification/images/bacterial_spot/8ee624c1-b070-486f-b322-7b87b254df8d___GCREC_Bact.Sp 6242.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8ee624c1-b070-486f-b322-7b87b254df8d,4fbdf4a8139d8fa0fa485939a83a71a8d935e0da6f919349e8364f1a1bebb610,256,256,13778,1,test
artifacts/data/classification/images/bacterial_spot/8eea255c-3cb6-49bf-938c-da2b85dfe40a___UF.GRC_BS_Lab Leaf 0294.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8eea255c-3cb6-49bf-938c-da2b85dfe40a,01463efa14d42ee63a7e79fd1e2e3f5977a1160c66e6dc373e989716ba98940e,256,256,9422,1,val
artifacts/data/classification/images/bacterial_spot/8f48f7db-d8fd-42be-a347-904e944038df___UF.GRC_BS_Lab Leaf 8730.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8f48f7db-d8fd-42be-a347-904e944038df,3d2ef2c4bec33b4670bc66f8f2160c0f7011b1f9363c54ce82efb76b1c436d13,256,256,9254,1,val
artifacts/data/classification/images/bacterial_spot/8f5439b2-dd11-4410-a0c0-1446c13c30b5___GCREC_Bact.Sp 3448.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8f5439b2-dd11-4410-a0c0-1446c13c30b5,fd7ac62c600b6b6e92d13e9c95e2ae7760a9728e866de410c93d106b73b8b6c7,256,256,13837,1,train
artifacts/data/classification/images/bacterial_spot/8f566d4c-a8b6-4ae0-a599-446cbbebecd4___GCREC_Bact.Sp 3405.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8f566d4c-a8b6-4ae0-a599-446cbbebecd4,9a3e5d89aa26a942740dafb432aebcf3b98534d4c6cf15a72f546dba56b25e57,256,256,13405,1,train
artifacts/data/classification/images/bacterial_spot/8f6373d0-3b5a-4c5f-8b45-e5efe5a2fb5f___GCREC_Bact.Sp 5711.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8f6373d0-3b5a-4c5f-8b45-e5efe5a2fb5f,0107e3d87263de03aed27084bd0762981547f09cbac99e9c22d6518511d58e54,256,256,11357,1,train
artifacts/data/classification/images/bacterial_spot/8f8a9761-5871-48ab-a620-723d0e2312f6___GCREC_Bact.Sp 5596.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8f8a9761-5871-48ab-a620-723d0e2312f6,fb469ae3d3dd1b6e5ca5dd7072fd8ca4d15bf0bb744c3e5b7ef6c16f7fc813ca,256,256,12382,1,test
artifacts/data/classification/images/bacterial_spot/8fb90166-3c4a-4553-a920-54b529dbaf24___UF.GRC_BS_Lab Leaf 0271.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8fb90166-3c4a-4553-a920-54b529dbaf24,ff603d3abfb23f21b317f517360d60b8aca98bf9743aa19ad06898fd30ce76e6,256,256,8868,1,train
artifacts/data/classification/images/bacterial_spot/8ff85c38-bc88-4bd3-872b-363316b27b5b___GCREC_Bact.Sp 5843.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8ff85c38-bc88-4bd3-872b-363316b27b5b,435c38be06877ff00f5d0bdec743add9377e5960a5cd31f74473e5e5c8830da1,256,256,13507,1,train
artifacts/data/classification/images/bacterial_spot/8ff89c36-cac0-4ed5-ac93-206411247229___GCREC_Bact.Sp 6377.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,8ff89c36-cac0-4ed5-ac93-206411247229,cd5af0148c4e86f450a38ed651acd3c970d16c55af94cfb751dfa55cdbc3dec1,256,256,14300,1,train
artifacts/data/classification/images/bacterial_spot/90107060-4458-44d1-a2b3-20cd9e3d4d11___GCREC_Bact.Sp 5728.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,90107060-4458-44d1-a2b3-20cd9e3d4d11,ff4d7fdb26304ed3701df8716805c674b0b9976a59e2bcc6e7534593c9b76f4b,256,256,12383,1,test
artifacts/data/classification/images/bacterial_spot/90242b8c-be8b-4d1e-b1f2-c593082f5286___GCREC_Bact.Sp 5804.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,90242b8c-be8b-4d1e-b1f2-c593082f5286,801a395c8666a7c756f5f55c6d7b45bc1a9d527e5a0906ee081386a9816ad480,256,256,13555,1,train
artifacts/data/classification/images/bacterial_spot/9040e017-35a4-4f74-a327-7c7d6f20ef65___GCREC_Bact.Sp 5578.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,9040e017-35a4-4f74-a327-7c7d6f20ef65,8d83d0849a5c031f086ee20e799f1984f0a7e3008d4a17924192eb99d606c336,256,256,12259,1,train
artifacts/data/classification/images/bacterial_spot/90550e5f-503e-454c-a312-06f864ff0dbb___GCREC_Bact.Sp 3352.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,90550e5f-503e-454c-a312-06f864ff0dbb,858de1f06e492dd7d0531875530880b9b55addbdf4df93fd6c829addf8c59a88,256,256,14804,1,train
artifacts/data/classification/images/bacterial_spot/90658246-1e73-4771-942c-17722d5e4634___GCREC_Bact.Sp 2967.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,90658246-1e73-4771-942c-17722d5e4634,95c4a2b3d5018235f60669553c0595c9f7853a907f21b856f6187a6f3b105d5f,256,256,9777,1,train
artifacts/data/classification/images/bacterial_spot/90c73b3d-1467-4c37-81d0-a264e13348a6___GCREC_Bact.Sp 3147.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,90c73b3d-1467-4c37-81d0-a264e13348a6,9e6438e311b0ee0448cf5983e3c4fc0f2cc20d657abff32c6bb3a8dbab21ce6e,256,256,13225,1,train
artifacts/data/classification/images/bacterial_spot/90cbe307-2ec6-45f8-b62d-b6fb602466f4___UF.GRC_BS_Lab Leaf 8592.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,90cbe307-2ec6-45f8-b62d-b6fb602466f4,33b3600a10f8c70399ac19a25c094e1e7a111e314b302d700a40191bfab5bdf5,256,256,9958,1,train
artifacts/data/classification/images/bacterial_spot/90fa8cf2-fc80-4944-9484-7cd6bb6cc1da___GCREC_Bact.Sp 5767.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,90fa8cf2-fc80-4944-9484-7cd6bb6cc1da,357b38ce1282a63332b0463dec076b8d847eb7c923c115f4eb3e99c56bb0e6a0,256,256,12615,1,train
artifacts/data/classification/images/bacterial_spot/90fb6585-1316-4fa1-ab9c-6a1873e050b5___GCREC_Bact.Sp 3208.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,90fb6585-1316-4fa1-ab9c-6a1873e050b5,edf8f4eba2cd471a9236ea7f4c3615c041c95d9c24897116490ebb379aa55f97,256,256,11609,1,train
artifacts/data/classification/images/bacterial_spot/9114dc96-caf5-4c80-970f-9ee7716894b9___UF.GRC_BS_Lab Leaf 0728.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,9114dc96-caf5-4c80-970f-9ee7716894b9,6ebf4db098cf1c87fa184e142670e929f8ea5e3e1c808592c0d07317a2a0c2bd,256,256,11949,1,val
artifacts/data/classification/images/bacterial_spot/9116dd54-7abc-4e0e-b477-c7f361b8def4___GCREC_Bact.Sp 5899.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,9116dd54-7abc-4e0e-b477-c7f361b8def4,c5ebd89752af77f53db69a183a31a375accb86b5acbe6d106a6a6b8bbab36376,256,256,12901,1,train
artifacts/data/classification/images/bacterial_spot/91592d84-fcea-49ca-a09a-752c12b4d3fe___GCREC_Bact.Sp 3093.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,91592d84-fcea-49ca-a09a-752c12b4d3fe,9e912ab2a1f465030fde665ca732d6fe8ade44f29f4b69f38119c3c891f8ea3c,256,256,13573,1,train
artifacts/data/classification/images/bacterial_spot/916574f0-df2f-4d9e-8ba1-0dbd7b702229___UF.GRC_BS_Lab Leaf 0624.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,916574f0-df2f-4d9e-8ba1-0dbd7b702229,04ba3807226b665eebb70b920ca854e0e6c5503b9b8cd188fd757febda172430,256,256,10349,1,train
artifacts/data/classification/images/bacterial_spot/917d2a35-8054-4088-9fd4-2d7d5c5f895c___GCREC_Bact.Sp 3264.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,917d2a35-8054-4088-9fd4-2d7d5c5f895c,0246cb7ac40a5abb21822de57062c7758d748ae92cedef0575f247c029b837eb,256,256,12368,1,train
artifacts/data/classification/images/bacterial_spot/919a61ac-2dc9-4eb7-8503-3b04fc0ce109___UF.GRC_BS_Lab Leaf 0303.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,919a61ac-2dc9-4eb7-8503-3b04fc0ce109,bbecc1489bca6eb8dcdf37fba35253734ed9871250bfba648e41b401441e5858,256,256,10979,1,train
artifacts/data/classification/images/bacterial_spot/919da9f4-c9aa-4c11-a383-17fdc98876c0___GCREC_Bact.Sp 5809.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,919da9f4-c9aa-4c11-a383-17fdc98876c0,54fcfe17bbf186f64ff84199e391fe3e490bbafdde0575ef9e9066e292511eca,256,256,12097,1,train
artifacts/data/classification/images/bacterial_spot/91d2b551-c853-41b2-80b5-f982f6c30553___GCREC_Bact.Sp 2983.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,91d2b551-c853-41b2-80b5-f982f6c30553,3b909bd11ef1fb03972fa2a256b627090b1b2e9c09475a342a9c1dcf92e5666c,256,256,12308,1,train
artifacts/data/classification/images/bacterial_spot/91da720b-dc5c-4e35-8b74-50229a43f8be___GCREC_Bact.Sp 2956.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,91da720b-dc5c-4e35-8b74-50229a43f8be,6791e03ca85fc1bb02a990a977e1909712453234f8c1ba1b5ce82ca5abf1284c,256,256,13045,1,train
artifacts/data/classification/images/bacterial_spot/91e017a6-9d9e-4e53-9d45-fad0cb79b20d___GCREC_Bact.Sp 6014.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,91e017a6-9d9e-4e53-9d45-fad0cb79b20d,2153e0312d6bba762fecb456fa8404f939d256e988bcf4d717932074385948fd,256,256,14132,1,test
artifacts/data/classification/images/bacterial_spot/922416fb-0c08-4edd-894b-bbea0ba183f3___GCREC_Bact.Sp 5900.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,922416fb-0c08-4edd-894b-bbea0ba183f3,ecd1ebf80c80fed11ae8054a8ec357d33313856737ca42b98ab3d6e3eb0d9378,256,256,12876,1,train
artifacts/data/classification/images/bacterial_spot/922b7e68-efd3-47d2-9f22-cbce9a45241d___GCREC_Bact.Sp 6357.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,922b7e68-efd3-47d2-9f22-cbce9a45241d,ca43f29328f6298fc47dd17b190863dc26633b885f326fe08a1c4d5ef8ceef87,256,256,16937,1,train
artifacts/data/classification/images/bacterial_spot/927b90a6-6318-47b0-93fd-a1c33d2d36c5___GCREC_Bact.Sp 3641.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,927b90a6-6318-47b0-93fd-a1c33d2d36c5,b8d2118371b5487091da157ab027d5d2556563f13c9f561566e04dd142d3d639,256,256,15389,1,test
artifacts/data/classification/images/bacterial_spot/927e4c4b-e6c6-41f1-aabb-255c624ae8f2___GCREC_Bact.Sp 3722.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,927e4c4b-e6c6-41f1-aabb-255c624ae8f2,2a65dd01862da6148c04d3b2fbf9986e4768891308c266aafeb271721a26e6ac,256,256,14806,1,val
artifacts/data/classification/images/bacterial_spot/928c16b7-3be2-4646-b108-73c669974a7c___GCREC_Bact.Sp 3603.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,928c16b7-3be2-4646-b108-73c669974a7c,d1ed3c17ab54869620336a03260c385b7a13c854949d25195abc4ada0492adae,256,256,14557,1,train
artifacts/data/classification/images/bacterial_spot/92ad5b62-cec5-424b-81a6-38b6c40c0c89___GCREC_Bact.Sp 6042.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,92ad5b62-cec5-424b-81a6-38b6c40c0c89,15ed3d7286bcc1ffa33b785fd701dacdaa7dbec1ce5b3fd6b67732918437b8fb,256,256,14295,1,val
artifacts/data/classification/images/bacterial_spot/92da1c91-9a0e-4124-b596-1a5bb9018048___GCREC_Bact.Sp 5611.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,92da1c91-9a0e-4124-b596-1a5bb9018048,9b2199b47053e9dd65d37cf8f21ddde96b109f2fe3c4630a532322fc16f56576,256,256,12183,1,train
artifacts/data/classification/images/bacterial_spot/931d9484-8912-49c3-bc82-d849927c9a16___GCREC_Bact.Sp 3694.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,931d9484-8912-49c3-bc82-d849927c9a16,73c663f28d2dc8d81e778c04a36ca6481c5d54a0b11ed6cb5129d9085d16a59f,256,256,14976,1,train
artifacts/data/classification/images/bacterial_spot/93330085-955f-4498-8159-77af45f02ea5___GCREC_Bact.Sp 5735.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,93330085-955f-4498-8159-77af45f02ea5,407e35825e657a2e30671c37e5b0619d085516ef27e3a942369482c11b31c71b,256,256,12563,1,train
artifacts/data/classification/images/bacterial_spot/933ab25a-428f-4d5b-b519-9a870444093e___GCREC_Bact.Sp 5936.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,933ab25a-428f-4d5b-b519-9a870444093e,a8d607550c11e53e0b7d358a05c4f953d444ff476e857864b23e6a0fc6cde2a5,256,256,14037,1,train
artifacts/data/classification/images/bacterial_spot/93425b8b-4f69-47ec-bbd7-15723bd9b563___GCREC_Bact.Sp 6004.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,93425b8b-4f69-47ec-bbd7-15723bd9b563,d694ff965292bae03d63af220443c4ef0f7c482b4e0beb02ee6db936b84297dc,256,256,13010,1,train
artifacts/data/classification/images/bacterial_spot/934f7497-94be-4557-8e25-6bc9b27ba7ba___UF.GRC_BS_Lab Leaf 0392.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,934f7497-94be-4557-8e25-6bc9b27ba7ba,2303803152b82abc36beefb3b013a22deb1356425c9bf06ab930c24f5383c0c8,256,256,10059,1,train
artifacts/data/classification/images/bacterial_spot/93725854-5d37-48e9-872d-64c38f0462b1___UF.GRC_BS_Lab Leaf 0940.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,93725854-5d37-48e9-872d-64c38f0462b1,83be1324822d838d913b1f009cb3c6aded7531136a5708a88b8d6756abc9d1a7,256,256,12272,1,train
artifacts/data/classification/images/bacterial_spot/93b4e153-ff54-4ad7-871a-0f5e6e1df5cd___GCREC_Bact.Sp 5723.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,93b4e153-ff54-4ad7-871a-0f5e6e1df5cd,a0da1d376a3c9d072a903fd70bb00de2fd1921c17977880babdd53faf7f9526b,256,256,12841,1,val
artifacts/data/classification/images/bacterial_spot/93f19f54-a7c0-4eed-b7d7-6acfe9e2a2d7___GCREC_Bact.Sp 5827.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,93f19f54-a7c0-4eed-b7d7-6acfe9e2a2d7,385a744d8432c1a8464739a601f6155ebd5f7157c78d05975ba625db9b02761e,256,256,14199,1,test
artifacts/data/classification/images/bacterial_spot/93fb2f61-879a-441a-a446-5789c81b4249___UF.GRC_BS_Lab Leaf 0432.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,93fb2f61-879a-441a-a446-5789c81b4249,ae00caf408f5a153a4ac3a0018092cac719d6f3b3319fe116d5ad8d8aab226ef,256,256,10934,1,train
artifacts/data/classification/images/bacterial_spot/94096d9a-28b6-48b8-a7c4-8b4fa2885561___UF.GRC_BS_Lab Leaf 0213.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,94096d9a-28b6-48b8-a7c4-8b4fa2885561,3cf4ff4ef3427837aee73aae2d53fb9e95cdd7503d522c463a9e028a01cd3470,256,256,9296,1,train
artifacts/data/classification/images/bacterial_spot/9414280e-9042-4dcc-88a5-1dabc5b4016d___GCREC_Bact.Sp 3206.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,9414280e-9042-4dcc-88a5-1dabc5b4016d,8bec1f902d3b0f0bd911b7720eaeaaf0c4b4235c92f00cf85750cb82cdec0475,256,256,12823,1,train
artifacts/data/classification/images/bacterial_spot/942627c0-ec98-4b60-8e2e-520166b51d5e___UF.GRC_BS_Lab Leaf 0492.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,942627c0-ec98-4b60-8e2e-520166b51d5e,07ac92e09b26d8d85293c1d38a4973b5c2b9cfaeb48a9ed1f39b2158e6ffb48d,256,256,10720,1,val
artifacts/data/classification/images/bacterial_spot/94532bf7-7d74-455a-8526-938c93da0d63___UF.GRC_BS_Lab Leaf 9226.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,94532bf7-7d74-455a-8526-938c93da0d63,7330973fba5c4d5b8f58e525ca59daf56f4a957e488f0785d62073dec2029cb7,256,256,9156,1,train
artifacts/data/classification/images/bacterial_spot/945f1d4c-7a9f-48e0-98a5-da3e2976077a___GCREC_Bact.Sp 3368.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,945f1d4c-7a9f-48e0-98a5-da3e2976077a,0636cc258ef487d5192987cbd03904465b485c6da2817027c4adfe530ac0d4a0,256,256,13063,1,train
artifacts/data/classification/images/bacterial_spot/947b3e00-f128-48a1-b130-8170ef1d7ece___GCREC_Bact.Sp 3409.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,947b3e00-f128-48a1-b130-8170ef1d7ece,2cd0f45a8d5e0b3a3b3e3ebf3bc760ff7692942862ca4b108e9cda5e001cbbe8,256,256,12814,1,train
artifacts/data/classification/images/bacterial_spot/9484f784-b2c1-4bba-b085-ccf981c01d31___GCREC_Bact.Sp 6267.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,9484f784-b2c1-4bba-b085-ccf981c01d31,93332eaece7f725d57b330161660d3d1fd51be02b19095560e0fad3efd4d0a9b,256,256,15404,1,train
artifacts/data/classification/images/bacterial_spot/9496a9b6-5474-4163-bfa0-2e3d25ca252d___GCREC_Bact.Sp 3489.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,9496a9b6-5474-4163-bfa0-2e3d25ca252d,26cdd30514de6e32be91306fb4431f1cf4221292335c8ef74864f21ad9ce8f01,256,256,12367,1,train
artifacts/data/classification/images/bacterial_spot/94b68133-38b9-41e4-bb22-131f28bcba20___GCREC_Bact.Sp 6292.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,94b68133-38b9-41e4-bb22-131f28bcba20,e7ba9e29d3bb377986fd6562feeaf4c8eea013377e2fcbab54eff3c96b7c37d2,256,256,13554,1,train
artifacts/data/classification/images/bacterial_spot/94d4258f-e148-4b1f-a38b-8679ababce17___UF.GRC_BS_Lab Leaf 0229.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,94d4258f-e148-4b1f-a38b-8679ababce17,a555ee65661d6ece454beef433ff9f7d280b1fd0dcf28b81d4b26a1f6fa03b13,256,256,9008,1,train
artifacts/data/classification/images/bacterial_spot/954aa39d-2c24-477c-988f-ec4f75c5f05c___GCREC_Bact.Sp 5797.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,954aa39d-2c24-477c-988f-ec4f75c5f05c,2f59aefaeeb748ecac617376631c76329f6367207929617390ce6bbff98afc35,256,256,12451,1,test
artifacts/data/classification/images/bacterial_spot/954e415f-a2ae-42ba-ac21-fdd41da95ff2___GCREC_Bact.Sp 5935.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,954e415f-a2ae-42ba-ac21-fdd41da95ff2,641aecd4c9460da42de725ab5e3cc697e2b147a429d1486f5feb8003232652fb,256,256,11544,1,train
artifacts/data/classification/images/bacterial_spot/955d6942-0e13-4221-b349-266e5ae9cc56___GCREC_Bact.Sp 5859.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,955d6942-0e13-4221-b349-266e5ae9cc56,21abf9ccd38a89f7bf1a31cdd1160f6d04940d30029f42d4ddeab382d939e6c6,256,256,12779,1,train
artifacts/data/classification/images/bacterial_spot/95665d23-88a6-4a4d-99d0-437c5b9a0505___GCREC_Bact.Sp 5614.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,95665d23-88a6-4a4d-99d0-437c5b9a0505,18c57c69410464147bd7283961fd49427162fdbe862d663618de6785762173f3,256,256,12038,1,train
artifacts/data/classification/images/bacterial_spot/9579c6c6-2bd1-4bd9-ba38-22791662a30e___GCREC_Bact.Sp 3544.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,9579c6c6-2bd1-4bd9-ba38-22791662a30e,9a01b454295b23fa77010fb8af30f433edbd940a8cea5be0813ecae5a89cbeb5,256,256,14281,1,train
artifacts/data/classification/images/bacterial_spot/959b1a2d-0324-4525-94e6-90c8749cbb29___GCREC_Bact.Sp 5882.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,959b1a2d-0324-4525-94e6-90c8749cbb29,94a7401bc05e6ce112d8a39bf5c66e3cd870ab6104a21f7b59f17c40624580da,256,256,12707,1,train
artifacts/data/classification/images/bacterial_spot/95a89332-3fb0-49cd-98f4-3f1551ebcd6f___UF.GRC_BS_Lab Leaf 0406.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,95a89332-3fb0-49cd-98f4-3f1551ebcd6f,37c2a7ea243fae3db37b8e712400b66ae7f2de813b2bdf77913b7f608548815c,256,256,11570,1,train
artifacts/data/classification/images/bacterial_spot/95c643fe-b526-467b-bc19-65e0f5f745f8___GCREC_Bact.Sp 6378.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,95c643fe-b526-467b-bc19-65e0f5f745f8,38c3417bef8e0d52cbe817893b5b10be5943330fa7e099d53d481ef8041c0a92,256,256,13973,1,train
artifacts/data/classification/images/bacterial_spot/962399bf-bc19-48a8-99b1-92b2963c2dcd___UF.GRC_BS_Lab Leaf 1074.JPG,plantvillage,bacterial_spot,Tomato_Bacterial_spot,962399bf-bc19-48a8-99b1-92b2963c2dcd,b0ea6bb1cfa20475c4f3173538847125a095f35ea2790898f4da785ebc276f4e,256,256,10318,1,val
